// HCs - 2025-09-05T20:39:10.043Z
//notes:Word of Crota - Rank 1, Tier S by TheAegisRelic __ Column 1: Repulsor Brace, Dragonfly __ Column 2: Destabilizing Rounds __ Origin Trait: Cursed Thrall
dimwishlist:item=3723679465&perks=2840833776,2173046394,930692523
dimwishlist:item=3723679465&perks=2840833776,1720528630,930692523
dimwishlist:item=3723679465&perks=3700496672,2848615171,930692523
dimwishlist:item=3723679465&perks=3700496672,169755979,930692523
dimwishlist:item=3723679465&perks=2840833776,2848615171,930692523
dimwishlist:item=3723679465&perks=2840833776,169755979,930692523



//notes:The Palindrome - Rank 25, Tier C by TheAegisRelic __ Column 1: Explosive Payload, Recycled Energy __ Column 2: Rolling Storm, Desperate Measures __ Origin Trait: Wild Card
dimwishlist:item=432476743&perks=3038247973,3218042543,1050127423
dimwishlist:item=432476743&perks=3038247973,2633604463,1050127423
dimwishlist:item=432476743&perks=64866129,3218042543,1050127423
dimwishlist:item=432476743&perks=64866129,2633604463,1050127423
dimwishlist:item=432476743&perks=3038247973,2109543898,1050127423
dimwishlist:item=432476743&perks=3038247973,2799030358,1050127423
dimwishlist:item=432476743&perks=64866129,2109543898,1050127423
dimwishlist:item=432476743&perks=64866129,2799030358,1050127423
dimwishlist:item=432476743&perks=3713215006,3218042543,1050127423
dimwishlist:item=432476743&perks=3713215006,2633604463,1050127423
dimwishlist:item=432476743&perks=3555252274,3218042543,1050127423
dimwishlist:item=432476743&perks=3555252274,2633604463,1050127423
dimwishlist:item=432476743&perks=3713215006,2109543898,1050127423
dimwishlist:item=432476743&perks=3713215006,2799030358,1050127423
dimwishlist:item=432476743&perks=3555252274,2109543898,1050127423
dimwishlist:item=432476743&perks=3555252274,2799030358,1050127423
dimwishlist:item=1481892490&perks=3038247973,3218042543,1050127423
dimwishlist:item=1481892490&perks=3038247973,2633604463,1050127423
dimwishlist:item=1481892490&perks=64866129,3218042543,1050127423
dimwishlist:item=1481892490&perks=64866129,2633604463,1050127423
dimwishlist:item=1481892490&perks=3038247973,2109543898,1050127423
dimwishlist:item=1481892490&perks=3038247973,2799030358,1050127423
dimwishlist:item=1481892490&perks=64866129,2109543898,1050127423
dimwishlist:item=1481892490&perks=64866129,2799030358,1050127423
dimwishlist:item=1481892490&perks=3713215006,3218042543,1050127423
dimwishlist:item=1481892490&perks=3713215006,2633604463,1050127423
dimwishlist:item=1481892490&perks=3555252274,3218042543,1050127423
dimwishlist:item=1481892490&perks=3555252274,2633604463,1050127423
dimwishlist:item=1481892490&perks=3713215006,2109543898,1050127423
dimwishlist:item=1481892490&perks=3713215006,2799030358,1050127423
dimwishlist:item=1481892490&perks=3555252274,2109543898,1050127423
dimwishlist:item=1481892490&perks=3555252274,2799030358,1050127423
dimwishlist:item=2876244791&perks=3038247973,3218042543,1050127423
dimwishlist:item=2876244791&perks=3038247973,2633604463,1050127423
dimwishlist:item=2876244791&perks=64866129,3218042543,1050127423
dimwishlist:item=2876244791&perks=64866129,2633604463,1050127423
dimwishlist:item=2876244791&perks=3038247973,2109543898,1050127423
dimwishlist:item=2876244791&perks=3038247973,2799030358,1050127423
dimwishlist:item=2876244791&perks=64866129,2109543898,1050127423
dimwishlist:item=2876244791&perks=64866129,2799030358,1050127423
dimwishlist:item=2876244791&perks=3713215006,3218042543,1050127423
dimwishlist:item=2876244791&perks=3713215006,2633604463,1050127423
dimwishlist:item=2876244791&perks=3555252274,3218042543,1050127423
dimwishlist:item=2876244791&perks=3555252274,2633604463,1050127423
dimwishlist:item=2876244791&perks=3713215006,2109543898,1050127423
dimwishlist:item=2876244791&perks=3713215006,2799030358,1050127423
dimwishlist:item=2876244791&perks=3555252274,2109543898,1050127423
dimwishlist:item=2876244791&perks=3555252274,2799030358,1050127423
dimwishlist:item=4077588826&perks=3038247973,3218042543,1050127423
dimwishlist:item=4077588826&perks=3038247973,2633604463,1050127423
dimwishlist:item=4077588826&perks=64866129,3218042543,1050127423
dimwishlist:item=4077588826&perks=64866129,2633604463,1050127423
dimwishlist:item=4077588826&perks=3038247973,2109543898,1050127423
dimwishlist:item=4077588826&perks=3038247973,2799030358,1050127423
dimwishlist:item=4077588826&perks=64866129,2109543898,1050127423
dimwishlist:item=4077588826&perks=64866129,2799030358,1050127423
dimwishlist:item=4077588826&perks=3713215006,3218042543,1050127423
dimwishlist:item=4077588826&perks=3713215006,2633604463,1050127423
dimwishlist:item=4077588826&perks=3555252274,3218042543,1050127423
dimwishlist:item=4077588826&perks=3555252274,2633604463,1050127423
dimwishlist:item=4077588826&perks=3713215006,2109543898,1050127423
dimwishlist:item=4077588826&perks=3713215006,2799030358,1050127423
dimwishlist:item=4077588826&perks=3555252274,2109543898,1050127423
dimwishlist:item=4077588826&perks=3555252274,2799030358,1050127423



//notes:Igneous Hammer - Rank 26, Tier C by TheAegisRelic __ Column 1: Heal Clip, Rapid Hit __ Column 2: Incandescent, Frenzy __ Origin Trait: One Quiet Moment
dimwishlist:item=1973107014&perks=3017780555,4293542123,4091460919
dimwishlist:item=1973107014&perks=3017780555,2675184851,4091460919
dimwishlist:item=1973107014&perks=4223976499,4293542123,4091460919
dimwishlist:item=1973107014&perks=4223976499,2675184851,4091460919
dimwishlist:item=1973107014&perks=3017780555,4104185692,4091460919
dimwishlist:item=1973107014&perks=3017780555,3007133316,4091460919
dimwishlist:item=1973107014&perks=4223976499,4104185692,4091460919
dimwishlist:item=1973107014&perks=4223976499,3007133316,4091460919
dimwishlist:item=1973107014&perks=247725512,4293542123,4091460919
dimwishlist:item=1973107014&perks=247725512,2675184851,4091460919
dimwishlist:item=1973107014&perks=2938480696,4293542123,4091460919
dimwishlist:item=1973107014&perks=2938480696,2675184851,4091460919
dimwishlist:item=1973107014&perks=247725512,4104185692,4091460919
dimwishlist:item=1973107014&perks=247725512,3007133316,4091460919
dimwishlist:item=1973107014&perks=2938480696,4104185692,4091460919
dimwishlist:item=1973107014&perks=2938480696,3007133316,4091460919
dimwishlist:item=2314610827&perks=3017780555,4293542123,4091460919
dimwishlist:item=2314610827&perks=3017780555,2675184851,4091460919
dimwishlist:item=2314610827&perks=4223976499,4293542123,4091460919
dimwishlist:item=2314610827&perks=4223976499,2675184851,4091460919
dimwishlist:item=2314610827&perks=3017780555,4104185692,4091460919
dimwishlist:item=2314610827&perks=3017780555,3007133316,4091460919
dimwishlist:item=2314610827&perks=4223976499,4104185692,4091460919
dimwishlist:item=2314610827&perks=4223976499,3007133316,4091460919
dimwishlist:item=2314610827&perks=247725512,4293542123,4091460919
dimwishlist:item=2314610827&perks=247725512,2675184851,4091460919
dimwishlist:item=2314610827&perks=2938480696,4293542123,4091460919
dimwishlist:item=2314610827&perks=2938480696,2675184851,4091460919
dimwishlist:item=2314610827&perks=247725512,4104185692,4091460919
dimwishlist:item=2314610827&perks=247725512,3007133316,4091460919
dimwishlist:item=2314610827&perks=2938480696,4104185692,4091460919
dimwishlist:item=2314610827&perks=2938480696,3007133316,4091460919
dimwishlist:item=2351180975&perks=3017780555,4293542123,4091460919
dimwishlist:item=2351180975&perks=3017780555,2675184851,4091460919
dimwishlist:item=2351180975&perks=4223976499,4293542123,4091460919
dimwishlist:item=2351180975&perks=4223976499,2675184851,4091460919
dimwishlist:item=2351180975&perks=3017780555,4104185692,4091460919
dimwishlist:item=2351180975&perks=3017780555,3007133316,4091460919
dimwishlist:item=2351180975&perks=4223976499,4104185692,4091460919
dimwishlist:item=2351180975&perks=4223976499,3007133316,4091460919
dimwishlist:item=2351180975&perks=247725512,4293542123,4091460919
dimwishlist:item=2351180975&perks=247725512,2675184851,4091460919
dimwishlist:item=2351180975&perks=2938480696,4293542123,4091460919
dimwishlist:item=2351180975&perks=2938480696,2675184851,4091460919
dimwishlist:item=2351180975&perks=247725512,4104185692,4091460919
dimwishlist:item=2351180975&perks=247725512,3007133316,4091460919
dimwishlist:item=2351180975&perks=2938480696,4104185692,4091460919
dimwishlist:item=2351180975&perks=2938480696,3007133316,4091460919
dimwishlist:item=2527666306&perks=3017780555,4293542123,4091460919
dimwishlist:item=2527666306&perks=3017780555,2675184851,4091460919
dimwishlist:item=2527666306&perks=4223976499,4293542123,4091460919
dimwishlist:item=2527666306&perks=4223976499,2675184851,4091460919
dimwishlist:item=2527666306&perks=3017780555,4104185692,4091460919
dimwishlist:item=2527666306&perks=3017780555,3007133316,4091460919
dimwishlist:item=2527666306&perks=4223976499,4104185692,4091460919
dimwishlist:item=2527666306&perks=4223976499,3007133316,4091460919
dimwishlist:item=2527666306&perks=247725512,4293542123,4091460919
dimwishlist:item=2527666306&perks=247725512,2675184851,4091460919
dimwishlist:item=2527666306&perks=2938480696,4293542123,4091460919
dimwishlist:item=2527666306&perks=2938480696,2675184851,4091460919
dimwishlist:item=2527666306&perks=247725512,4104185692,4091460919
dimwishlist:item=2527666306&perks=247725512,3007133316,4091460919
dimwishlist:item=2527666306&perks=2938480696,4104185692,4091460919
dimwishlist:item=2527666306&perks=2938480696,3007133316,4091460919



//notes:Judgment __ RotN version - Rank 27, Tier C by TheAegisRelic __ Column 1: Headstone, Demolitionist, Rapid Hit __ Column 2: Timed Payload, Rimestealer __ Origin Trait: Gravity Well
dimwishlist:item=1476654960&perks=124408337,1954620775,59871045
dimwishlist:item=1476654960&perks=124408337,1562897767,59871045
dimwishlist:item=1476654960&perks=1171887445,1954620775,59871045
dimwishlist:item=1476654960&perks=1171887445,1562897767,59871045
dimwishlist:item=1476654960&perks=124408337,1955165503,59871045
dimwishlist:item=1476654960&perks=124408337,2617553311,59871045
dimwishlist:item=1476654960&perks=1171887445,1955165503,59871045
dimwishlist:item=1476654960&perks=1171887445,2617553311,59871045
dimwishlist:item=1476654960&perks=3523296417,1954620775,59871045
dimwishlist:item=1476654960&perks=3523296417,1562897767,59871045
dimwishlist:item=1476654960&perks=1906147653,1954620775,59871045
dimwishlist:item=1476654960&perks=1906147653,1562897767,59871045
dimwishlist:item=1476654960&perks=3523296417,1955165503,59871045
dimwishlist:item=1476654960&perks=3523296417,2617553311,59871045
dimwishlist:item=1476654960&perks=1906147653,1955165503,59871045
dimwishlist:item=1476654960&perks=1906147653,2617553311,59871045
dimwishlist:item=1476654960&perks=247725512,1954620775,59871045
dimwishlist:item=1476654960&perks=247725512,1562897767,59871045
dimwishlist:item=1476654960&perks=2938480696,1954620775,59871045
dimwishlist:item=1476654960&perks=2938480696,1562897767,59871045
dimwishlist:item=1476654960&perks=247725512,1955165503,59871045
dimwishlist:item=1476654960&perks=247725512,2617553311,59871045
dimwishlist:item=1476654960&perks=2938480696,1955165503,59871045
dimwishlist:item=1476654960&perks=2938480696,2617553311,59871045
dimwishlist:item=1773934241&perks=124408337,1954620775,59871045
dimwishlist:item=1773934241&perks=124408337,1562897767,59871045
dimwishlist:item=1773934241&perks=1171887445,1954620775,59871045
dimwishlist:item=1773934241&perks=1171887445,1562897767,59871045
dimwishlist:item=1773934241&perks=124408337,1955165503,59871045
dimwishlist:item=1773934241&perks=124408337,2617553311,59871045
dimwishlist:item=1773934241&perks=1171887445,1955165503,59871045
dimwishlist:item=1773934241&perks=1171887445,2617553311,59871045
dimwishlist:item=1773934241&perks=3523296417,1954620775,59871045
dimwishlist:item=1773934241&perks=3523296417,1562897767,59871045
dimwishlist:item=1773934241&perks=1906147653,1954620775,59871045
dimwishlist:item=1773934241&perks=1906147653,1562897767,59871045
dimwishlist:item=1773934241&perks=3523296417,1955165503,59871045
dimwishlist:item=1773934241&perks=3523296417,2617553311,59871045
dimwishlist:item=1773934241&perks=1906147653,1955165503,59871045
dimwishlist:item=1773934241&perks=1906147653,2617553311,59871045
dimwishlist:item=1773934241&perks=247725512,1954620775,59871045
dimwishlist:item=1773934241&perks=247725512,1562897767,59871045
dimwishlist:item=1773934241&perks=2938480696,1954620775,59871045
dimwishlist:item=1773934241&perks=2938480696,1562897767,59871045
dimwishlist:item=1773934241&perks=247725512,1955165503,59871045
dimwishlist:item=1773934241&perks=247725512,2617553311,59871045
dimwishlist:item=1773934241&perks=2938480696,1955165503,59871045
dimwishlist:item=1773934241&perks=2938480696,2617553311,59871045
dimwishlist:item=1987644603&perks=124408337,1954620775,59871045
dimwishlist:item=1987644603&perks=124408337,1562897767,59871045
dimwishlist:item=1987644603&perks=1171887445,1954620775,59871045
dimwishlist:item=1987644603&perks=1171887445,1562897767,59871045
dimwishlist:item=1987644603&perks=124408337,1955165503,59871045
dimwishlist:item=1987644603&perks=124408337,2617553311,59871045
dimwishlist:item=1987644603&perks=1171887445,1955165503,59871045
dimwishlist:item=1987644603&perks=1171887445,2617553311,59871045
dimwishlist:item=1987644603&perks=3523296417,1954620775,59871045
dimwishlist:item=1987644603&perks=3523296417,1562897767,59871045
dimwishlist:item=1987644603&perks=1906147653,1954620775,59871045
dimwishlist:item=1987644603&perks=1906147653,1562897767,59871045
dimwishlist:item=1987644603&perks=3523296417,1955165503,59871045
dimwishlist:item=1987644603&perks=3523296417,2617553311,59871045
dimwishlist:item=1987644603&perks=1906147653,1955165503,59871045
dimwishlist:item=1987644603&perks=1906147653,2617553311,59871045
dimwishlist:item=1987644603&perks=247725512,1954620775,59871045
dimwishlist:item=1987644603&perks=247725512,1562897767,59871045
dimwishlist:item=1987644603&perks=2938480696,1954620775,59871045
dimwishlist:item=1987644603&perks=2938480696,1562897767,59871045
dimwishlist:item=1987644603&perks=247725512,1955165503,59871045
dimwishlist:item=1987644603&perks=247725512,2617553311,59871045
dimwishlist:item=1987644603&perks=2938480696,1955165503,59871045
dimwishlist:item=1987644603&perks=2938480696,2617553311,59871045
dimwishlist:item=2226572694&perks=124408337,1954620775,59871045
dimwishlist:item=2226572694&perks=124408337,1562897767,59871045
dimwishlist:item=2226572694&perks=1171887445,1954620775,59871045
dimwishlist:item=2226572694&perks=1171887445,1562897767,59871045
dimwishlist:item=2226572694&perks=124408337,1955165503,59871045
dimwishlist:item=2226572694&perks=124408337,2617553311,59871045
dimwishlist:item=2226572694&perks=1171887445,1955165503,59871045
dimwishlist:item=2226572694&perks=1171887445,2617553311,59871045
dimwishlist:item=2226572694&perks=3523296417,1954620775,59871045
dimwishlist:item=2226572694&perks=3523296417,1562897767,59871045
dimwishlist:item=2226572694&perks=1906147653,1954620775,59871045
dimwishlist:item=2226572694&perks=1906147653,1562897767,59871045
dimwishlist:item=2226572694&perks=3523296417,1955165503,59871045
dimwishlist:item=2226572694&perks=3523296417,2617553311,59871045
dimwishlist:item=2226572694&perks=1906147653,1955165503,59871045
dimwishlist:item=2226572694&perks=1906147653,2617553311,59871045
dimwishlist:item=2226572694&perks=247725512,1954620775,59871045
dimwishlist:item=2226572694&perks=247725512,1562897767,59871045
dimwishlist:item=2226572694&perks=2938480696,1954620775,59871045
dimwishlist:item=2226572694&perks=2938480696,1562897767,59871045
dimwishlist:item=2226572694&perks=247725512,1955165503,59871045
dimwishlist:item=2226572694&perks=247725512,2617553311,59871045
dimwishlist:item=2226572694&perks=2938480696,1955165503,59871045
dimwishlist:item=2226572694&perks=2938480696,2617553311,59871045
dimwishlist:item=2850415209&perks=124408337,1954620775,59871045
dimwishlist:item=2850415209&perks=124408337,1562897767,59871045
dimwishlist:item=2850415209&perks=1171887445,1954620775,59871045
dimwishlist:item=2850415209&perks=1171887445,1562897767,59871045
dimwishlist:item=2850415209&perks=124408337,1955165503,59871045
dimwishlist:item=2850415209&perks=124408337,2617553311,59871045
dimwishlist:item=2850415209&perks=1171887445,1955165503,59871045
dimwishlist:item=2850415209&perks=1171887445,2617553311,59871045
dimwishlist:item=2850415209&perks=3523296417,1954620775,59871045
dimwishlist:item=2850415209&perks=3523296417,1562897767,59871045
dimwishlist:item=2850415209&perks=1906147653,1954620775,59871045
dimwishlist:item=2850415209&perks=1906147653,1562897767,59871045
dimwishlist:item=2850415209&perks=3523296417,1955165503,59871045
dimwishlist:item=2850415209&perks=3523296417,2617553311,59871045
dimwishlist:item=2850415209&perks=1906147653,1955165503,59871045
dimwishlist:item=2850415209&perks=1906147653,2617553311,59871045
dimwishlist:item=2850415209&perks=247725512,1954620775,59871045
dimwishlist:item=2850415209&perks=247725512,1562897767,59871045
dimwishlist:item=2850415209&perks=2938480696,1954620775,59871045
dimwishlist:item=2850415209&perks=2938480696,1562897767,59871045
dimwishlist:item=2850415209&perks=247725512,1955165503,59871045
dimwishlist:item=2850415209&perks=247725512,2617553311,59871045
dimwishlist:item=2850415209&perks=2938480696,1955165503,59871045
dimwishlist:item=2850415209&perks=2938480696,2617553311,59871045
dimwishlist:item=2969415423&perks=124408337,1954620775,59871045
dimwishlist:item=2969415423&perks=124408337,1562897767,59871045
dimwishlist:item=2969415423&perks=1171887445,1954620775,59871045
dimwishlist:item=2969415423&perks=1171887445,1562897767,59871045
dimwishlist:item=2969415423&perks=124408337,1955165503,59871045
dimwishlist:item=2969415423&perks=124408337,2617553311,59871045
dimwishlist:item=2969415423&perks=1171887445,1955165503,59871045
dimwishlist:item=2969415423&perks=1171887445,2617553311,59871045
dimwishlist:item=2969415423&perks=3523296417,1954620775,59871045
dimwishlist:item=2969415423&perks=3523296417,1562897767,59871045
dimwishlist:item=2969415423&perks=1906147653,1954620775,59871045
dimwishlist:item=2969415423&perks=1906147653,1562897767,59871045
dimwishlist:item=2969415423&perks=3523296417,1955165503,59871045
dimwishlist:item=2969415423&perks=3523296417,2617553311,59871045
dimwishlist:item=2969415423&perks=1906147653,1955165503,59871045
dimwishlist:item=2969415423&perks=1906147653,2617553311,59871045
dimwishlist:item=2969415423&perks=247725512,1954620775,59871045
dimwishlist:item=2969415423&perks=247725512,1562897767,59871045
dimwishlist:item=2969415423&perks=2938480696,1954620775,59871045
dimwishlist:item=2969415423&perks=2938480696,1562897767,59871045
dimwishlist:item=2969415423&perks=247725512,1955165503,59871045
dimwishlist:item=2969415423&perks=247725512,2617553311,59871045
dimwishlist:item=2969415423&perks=2938480696,1955165503,59871045
dimwishlist:item=2969415423&perks=2938480696,2617553311,59871045
dimwishlist:item=2978226043&perks=124408337,1954620775,59871045
dimwishlist:item=2978226043&perks=124408337,1562897767,59871045
dimwishlist:item=2978226043&perks=1171887445,1954620775,59871045
dimwishlist:item=2978226043&perks=1171887445,1562897767,59871045
dimwishlist:item=2978226043&perks=124408337,1955165503,59871045
dimwishlist:item=2978226043&perks=124408337,2617553311,59871045
dimwishlist:item=2978226043&perks=1171887445,1955165503,59871045
dimwishlist:item=2978226043&perks=1171887445,2617553311,59871045
dimwishlist:item=2978226043&perks=3523296417,1954620775,59871045
dimwishlist:item=2978226043&perks=3523296417,1562897767,59871045
dimwishlist:item=2978226043&perks=1906147653,1954620775,59871045
dimwishlist:item=2978226043&perks=1906147653,1562897767,59871045
dimwishlist:item=2978226043&perks=3523296417,1955165503,59871045
dimwishlist:item=2978226043&perks=3523296417,2617553311,59871045
dimwishlist:item=2978226043&perks=1906147653,1955165503,59871045
dimwishlist:item=2978226043&perks=1906147653,2617553311,59871045
dimwishlist:item=2978226043&perks=247725512,1954620775,59871045
dimwishlist:item=2978226043&perks=247725512,1562897767,59871045
dimwishlist:item=2978226043&perks=2938480696,1954620775,59871045
dimwishlist:item=2978226043&perks=2938480696,1562897767,59871045
dimwishlist:item=2978226043&perks=247725512,1955165503,59871045
dimwishlist:item=2978226043&perks=247725512,2617553311,59871045
dimwishlist:item=2978226043&perks=2938480696,1955165503,59871045
dimwishlist:item=2978226043&perks=2938480696,2617553311,59871045
dimwishlist:item=3329218848&perks=124408337,1954620775,59871045
dimwishlist:item=3329218848&perks=124408337,1562897767,59871045
dimwishlist:item=3329218848&perks=1171887445,1954620775,59871045
dimwishlist:item=3329218848&perks=1171887445,1562897767,59871045
dimwishlist:item=3329218848&perks=124408337,1955165503,59871045
dimwishlist:item=3329218848&perks=124408337,2617553311,59871045
dimwishlist:item=3329218848&perks=1171887445,1955165503,59871045
dimwishlist:item=3329218848&perks=1171887445,2617553311,59871045
dimwishlist:item=3329218848&perks=3523296417,1954620775,59871045
dimwishlist:item=3329218848&perks=3523296417,1562897767,59871045
dimwishlist:item=3329218848&perks=1906147653,1954620775,59871045
dimwishlist:item=3329218848&perks=1906147653,1562897767,59871045
dimwishlist:item=3329218848&perks=3523296417,1955165503,59871045
dimwishlist:item=3329218848&perks=3523296417,2617553311,59871045
dimwishlist:item=3329218848&perks=1906147653,1955165503,59871045
dimwishlist:item=3329218848&perks=1906147653,2617553311,59871045
dimwishlist:item=3329218848&perks=247725512,1954620775,59871045
dimwishlist:item=3329218848&perks=247725512,1562897767,59871045
dimwishlist:item=3329218848&perks=2938480696,1954620775,59871045
dimwishlist:item=3329218848&perks=2938480696,1562897767,59871045
dimwishlist:item=3329218848&perks=247725512,1955165503,59871045
dimwishlist:item=3329218848&perks=247725512,2617553311,59871045
dimwishlist:item=3329218848&perks=2938480696,1955165503,59871045
dimwishlist:item=3329218848&perks=2938480696,2617553311,59871045



//notes:Judgment - Rank 28, Tier C by TheAegisRelic __ Column 1: Headstone, Demolitionist, Enlightened Action __ Column 2: Timed Payload __ Origin Trait: Crossing Over
dimwishlist:item=1476654960&perks=124408337,1954620775,4129855581
dimwishlist:item=1476654960&perks=124408337,1562897767,4129855581
dimwishlist:item=1476654960&perks=1171887445,1954620775,4129855581
dimwishlist:item=1476654960&perks=1171887445,1562897767,4129855581
dimwishlist:item=1476654960&perks=3523296417,1954620775,4129855581
dimwishlist:item=1476654960&perks=3523296417,1562897767,4129855581
dimwishlist:item=1476654960&perks=1906147653,1954620775,4129855581
dimwishlist:item=1476654960&perks=1906147653,1562897767,4129855581
dimwishlist:item=1476654960&perks=777589557,1954620775,4129855581
dimwishlist:item=1476654960&perks=777589557,1562897767,4129855581
dimwishlist:item=1476654960&perks=1771736209,1954620775,4129855581
dimwishlist:item=1476654960&perks=1771736209,1562897767,4129855581
dimwishlist:item=1773934241&perks=124408337,1954620775,4129855581
dimwishlist:item=1773934241&perks=124408337,1562897767,4129855581
dimwishlist:item=1773934241&perks=1171887445,1954620775,4129855581
dimwishlist:item=1773934241&perks=1171887445,1562897767,4129855581
dimwishlist:item=1773934241&perks=3523296417,1954620775,4129855581
dimwishlist:item=1773934241&perks=3523296417,1562897767,4129855581
dimwishlist:item=1773934241&perks=1906147653,1954620775,4129855581
dimwishlist:item=1773934241&perks=1906147653,1562897767,4129855581
dimwishlist:item=1773934241&perks=777589557,1954620775,4129855581
dimwishlist:item=1773934241&perks=777589557,1562897767,4129855581
dimwishlist:item=1773934241&perks=1771736209,1954620775,4129855581
dimwishlist:item=1773934241&perks=1771736209,1562897767,4129855581
dimwishlist:item=1987644603&perks=124408337,1954620775,4129855581
dimwishlist:item=1987644603&perks=124408337,1562897767,4129855581
dimwishlist:item=1987644603&perks=1171887445,1954620775,4129855581
dimwishlist:item=1987644603&perks=1171887445,1562897767,4129855581
dimwishlist:item=1987644603&perks=3523296417,1954620775,4129855581
dimwishlist:item=1987644603&perks=3523296417,1562897767,4129855581
dimwishlist:item=1987644603&perks=1906147653,1954620775,4129855581
dimwishlist:item=1987644603&perks=1906147653,1562897767,4129855581
dimwishlist:item=1987644603&perks=777589557,1954620775,4129855581
dimwishlist:item=1987644603&perks=777589557,1562897767,4129855581
dimwishlist:item=1987644603&perks=1771736209,1954620775,4129855581
dimwishlist:item=1987644603&perks=1771736209,1562897767,4129855581
dimwishlist:item=2226572694&perks=124408337,1954620775,4129855581
dimwishlist:item=2226572694&perks=124408337,1562897767,4129855581
dimwishlist:item=2226572694&perks=1171887445,1954620775,4129855581
dimwishlist:item=2226572694&perks=1171887445,1562897767,4129855581
dimwishlist:item=2226572694&perks=3523296417,1954620775,4129855581
dimwishlist:item=2226572694&perks=3523296417,1562897767,4129855581
dimwishlist:item=2226572694&perks=1906147653,1954620775,4129855581
dimwishlist:item=2226572694&perks=1906147653,1562897767,4129855581
dimwishlist:item=2226572694&perks=777589557,1954620775,4129855581
dimwishlist:item=2226572694&perks=777589557,1562897767,4129855581
dimwishlist:item=2226572694&perks=1771736209,1954620775,4129855581
dimwishlist:item=2226572694&perks=1771736209,1562897767,4129855581
dimwishlist:item=2850415209&perks=124408337,1954620775,4129855581
dimwishlist:item=2850415209&perks=124408337,1562897767,4129855581
dimwishlist:item=2850415209&perks=1171887445,1954620775,4129855581
dimwishlist:item=2850415209&perks=1171887445,1562897767,4129855581
dimwishlist:item=2850415209&perks=3523296417,1954620775,4129855581
dimwishlist:item=2850415209&perks=3523296417,1562897767,4129855581
dimwishlist:item=2850415209&perks=1906147653,1954620775,4129855581
dimwishlist:item=2850415209&perks=1906147653,1562897767,4129855581
dimwishlist:item=2850415209&perks=777589557,1954620775,4129855581
dimwishlist:item=2850415209&perks=777589557,1562897767,4129855581
dimwishlist:item=2850415209&perks=1771736209,1954620775,4129855581
dimwishlist:item=2850415209&perks=1771736209,1562897767,4129855581
dimwishlist:item=2969415423&perks=124408337,1954620775,4129855581
dimwishlist:item=2969415423&perks=124408337,1562897767,4129855581
dimwishlist:item=2969415423&perks=1171887445,1954620775,4129855581
dimwishlist:item=2969415423&perks=1171887445,1562897767,4129855581
dimwishlist:item=2969415423&perks=3523296417,1954620775,4129855581
dimwishlist:item=2969415423&perks=3523296417,1562897767,4129855581
dimwishlist:item=2969415423&perks=1906147653,1954620775,4129855581
dimwishlist:item=2969415423&perks=1906147653,1562897767,4129855581
dimwishlist:item=2969415423&perks=777589557,1954620775,4129855581
dimwishlist:item=2969415423&perks=777589557,1562897767,4129855581
dimwishlist:item=2969415423&perks=1771736209,1954620775,4129855581
dimwishlist:item=2969415423&perks=1771736209,1562897767,4129855581
dimwishlist:item=2978226043&perks=124408337,1954620775,4129855581
dimwishlist:item=2978226043&perks=124408337,1562897767,4129855581
dimwishlist:item=2978226043&perks=1171887445,1954620775,4129855581
dimwishlist:item=2978226043&perks=1171887445,1562897767,4129855581
dimwishlist:item=2978226043&perks=3523296417,1954620775,4129855581
dimwishlist:item=2978226043&perks=3523296417,1562897767,4129855581
dimwishlist:item=2978226043&perks=1906147653,1954620775,4129855581
dimwishlist:item=2978226043&perks=1906147653,1562897767,4129855581
dimwishlist:item=2978226043&perks=777589557,1954620775,4129855581
dimwishlist:item=2978226043&perks=777589557,1562897767,4129855581
dimwishlist:item=2978226043&perks=1771736209,1954620775,4129855581
dimwishlist:item=2978226043&perks=1771736209,1562897767,4129855581
dimwishlist:item=3329218848&perks=124408337,1954620775,4129855581
dimwishlist:item=3329218848&perks=124408337,1562897767,4129855581
dimwishlist:item=3329218848&perks=1171887445,1954620775,4129855581
dimwishlist:item=3329218848&perks=1171887445,1562897767,4129855581
dimwishlist:item=3329218848&perks=3523296417,1954620775,4129855581
dimwishlist:item=3329218848&perks=3523296417,1562897767,4129855581
dimwishlist:item=3329218848&perks=1906147653,1954620775,4129855581
dimwishlist:item=3329218848&perks=1906147653,1562897767,4129855581
dimwishlist:item=3329218848&perks=777589557,1954620775,4129855581
dimwishlist:item=3329218848&perks=777589557,1562897767,4129855581
dimwishlist:item=3329218848&perks=1771736209,1954620775,4129855581
dimwishlist:item=3329218848&perks=1771736209,1562897767,4129855581



//notes:Something New - Rank 29, Tier D by TheAegisRelic __ Column 1: Rapid Hit, Demolitionist __ Column 2: Headstone, Explosive Payload, Frenzy __ Origin Trait: Dream Work
dimwishlist:item=586671776&perks=247725512,124408337,1380061575
dimwishlist:item=586671776&perks=247725512,1171887445,1380061575
dimwishlist:item=586671776&perks=2938480696,124408337,1380061575
dimwishlist:item=586671776&perks=2938480696,1171887445,1380061575
dimwishlist:item=586671776&perks=247725512,3038247973,1380061575
dimwishlist:item=586671776&perks=247725512,64866129,1380061575
dimwishlist:item=586671776&perks=2938480696,3038247973,1380061575
dimwishlist:item=586671776&perks=2938480696,64866129,1380061575
dimwishlist:item=586671776&perks=247725512,4104185692,1380061575
